Author,Geographic Location,Century(s) of Author Lifetime\Birth-Death Dates,Work Title,Date Range of Work,URN,Genre,Notes
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De morborum temporibus liber,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg046.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De totius morbi temporibus liber,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg047.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De typis,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg048.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,Adversus eos qui de typis scripserunt vel de circuitibus,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg049.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De plenitudine,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg050.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,"De tremore, palpitatione, convulsione et rigore",160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg051.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De comate secundum Hippocratem,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg052.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De marcore,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg053.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De tumoribus praeter naturam,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg054.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De inaequali intemperie,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg055.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De difficultate respirationis libri iii ,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg056.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De locis affectis,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg057.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De pulsibus ad tirones,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg058.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De differentiis pulsuum,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg059.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De dignoscendis pulsibus,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg060.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De causis pulsuum libri iv,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg061.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De praesagitione ex pulsibus,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg062.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,Synopsis librorum suorum de pulsibus ,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg063.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De crisibus libri iii,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg064.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De diebus decretoriis,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg065.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De methodo medendi libri xiv,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg066.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,Ad Glauconem de medendi methodo libri ii,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg067.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De venae sectione adversus Erasistratum,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg068.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De venae sectione adversus Erasistrateos Romae degentes,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg069.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De curandi ratione per venae sectionem,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg070.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,"De hirudinibus, revulsione, cucurbitula, incisione et scarificatione",160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg071.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De purgantium medicamentorum facultate,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg072.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,Quos quibus catharticis medicamentis et quando purgare oporteat (ap. Oribasium),160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg073.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,"Quos quibus catharticis medicamentis et quando purgare
oporteat",160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg073.1st1K-grc2,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,Pro puero epileptico consilium,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg074.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De simplicium medicamentorum temperamentis ac facultatibus libri xi,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg075.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De compositione medicamentorum secundum locos libri x,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg076.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De compositione medicamentorum per genera libri vii ,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg077.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De antidotis,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg078.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De theriaca ad Pisonem,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg079.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,Institutio logica,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg081.1st1K-grc1,Philosophy,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De sophismatis seu captionibus penes dictionem,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg082.1st1K-grc1,Rhetoric ,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De praenotione ad Epigenem,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg083.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De substantia facultatum naturalium fragmentum (= De propriis placitis fragmentum),160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg084.1st1K-grc1,Medical Texts\Philosophy,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,In Hippocratis De natura hominis,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg085.1st1K-grc1,Medical Texts\Commentaries,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,In Hippocratis de victu acutorum commentaria iv,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg087.1st1K-grc1,Medical Texts\Commentaries,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,In Hippocratis Epidemiarum I,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg089.1st1K-grc1,Medical Texts\Commentaries,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,In Hippocratis Aphorismos I-V,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg092.1st1K-grc1,Medical Texts\Commentaries,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,Adversus Lycum,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg093.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,Adversus ea quae a Juliano in Hippocratis aphorismos enuntiata sunt libellus,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg094.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,In Hippocratis librum de articulis et Galeni in eum commentarii iv,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg095.1st1K-grc1,Medical Texts\Commentaries,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,In Hippocratis prognosticum commentaria iii ,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg099.1st1K-grc1,Medical Texts\Commentaries,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,In Hippocratis librum de fracturis commentarii iii,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg100.1st1K-grc1,Medical Texts\Commentaries,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,In Hippocratis De officina medici,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg101.1st1K-grc1,Medical Texts\Commentaries,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De musculorum dissectione ad tirones,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg102.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De consuetudinibus,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg103.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De experientia medica,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg107.1st1K-grc1,Medical Texts,
Galen,"Bergama, İzmir Province, Turkey",200 CE-300 CE,De causis respirationis,160 CE-210 CE,urn:cts:greekLit:tlg0057.tlg114.1st1K-grc1,Medical Texts,
Gaudentius,Greece?,200 CE-600 CE,Harmonica Introductio,200 CE-600 CE,urn:cts:greekLit:tlg2137.tlg001.1st1K-grc1,Musical theory,Large date range both in Brill and TLG
Gelasius,"Erdek, Balıkesir Province, Turkey",450 CE-500 CE,Fragmenta alia antiqua,475 CE,urn:cts:greekLit:tlg2768.tlg001.opp-grc1,Historical Texts\Religion,"""G. of Cyzicus Anonymous church historian"" Cyzicus, Mysia, Anatloia"
Gorgias,"Leontini, Sicily",500 BCE-400 BCE,Encomium of Helen,450 BCE-380 BCE,urn:cts:greekLit.tlg0593.1st1K001.1st1K-grc1,Encomium\Rhetoric,
Gorgias,"Leontini, Sicily",500 BCE-400 BCE,Defense of Palamedes,450 BCE-380 BCE,urn:cts:greekLit.tlg0593.1st1K002.1st1K-grc1,Encomium\Rhetoric,
Gregory of Nazianzus,"Ak-Serai, Turkey",330 CE-390 CE,Christus Patiens [Dub.] (Fort. Auctore Constantino Manasse,370 CE-390 CE,urn:cts:greekLit:tlg2022.tlg003.opp-grc1,Theology,"Nazianzus, Cappadocia"
Gregory of Nazianzus,"Ak-Serai, Turkey",330 CE-390 CE,Adversus Eunomianos (orat. 27),370 CE-390 CE,urn:cts:greekLit:tlg2022.tlg007.opp-grc1,Theology,
Gregory of Nazianzus,"Ak-Serai, Turkey",330 CE-390 CE,De Theologia (Orat. 28),370 CE-390 CE,urn:cts:greekLit:tlg2022.tlg008.opp-grc1,Theology,
Gregory of Nazianzus,"Ak-Serai, Turkey",330 CE-390 CE,De Filio (Orat. 29),370 CE-390 CE,urn:cts:greekLit:tlg2022.tlg009.opp-grc1,Theology,
Gregory of Nazianzus,"Ak-Serai, Turkey",330 CE-390 CE,De Filio (Orat. 30),370 CE-390 CE,urn:cts:greekLit:tlg2022.tlg010.opp-grc1,Theology,
Gregory of Nazianzus,"Ak-Serai, Turkey",330 CE-390 CE,De Spiritu Sancto (Orat. 31),370 CE-390 CE,urn:cts:greekLit:tlg2022.tlg011.opp-grc1,Theology,
Gregory of Nazianzus,"Ak-Serai, Turkey",330 CE-390 CE,Carmina Moralia,370 CE-390 CE,urn:cts:greekLit:tlg2022.tlg060.1st1K-grc1,Gnomologia\Elegiae,
Hanno (attributed author),"Tunis, Tunisia",400 BCE,Periplus Hannonis,400 BCE,urn:cts:greekLit:tlg0064.tlg001.1st1K-grc1,Geographical Texts,Carthage as location
Hegemonius (attributed author),Syria,400 CE,Hegemonius Acta Archelai,330 CE-348 CE,urn:cts:greekLit:stoa0146d.stoa001.opp-grc1,Apologias,
Heliodorus of Emesa,"Homs, Syria",200 CE-400 CE,Aethiopica,200 CE-400 CE,urn:cts:greekLit:tlg0658.tlg001.perseus-grc1,Narrative Fiction\ Scriptores Erotici,"Large debate over dating of text seen in Brill. Author lived in Emesa, now Homs"
Heraclides Criticus\ Pseudo-Dicearchus Messenius (attributed authors),Greece,400 BCE,Descriptio Graecae,400 BCE,urn:cts:greekLit:tlg0066.tlg001.1st1K-grc1,Geographical Texts,
"Hermas, 2nd cent. (attributed author)","Rome, Italy?",200 CE,Shepherd of Hermas,150 CE-200 CE,urn:cts:greekLit:tlg1419.tlg001.1st1K-grc1,Apocalyptic Texts,
Hermogenes,"Tarsus, Mersin, Turkey",160 CE-230 CE,Progymasmata,175 CE-185 CE,urn:cts:greekLit:tlg0592.tlg001.1st1K-grc1,Rhetoric,Brill and other sources say all work of rhetoric was completed in teen years and before age 25
Hermogenes,"Tarsus, Mersin, Turkey",160 CE-230 CE,Περὶ στάσεων,175 CE-185 CE,urn:cts:greekLit:tlg0592.tlg002.1st1K-grc1,Rhetoric,
Hermogenes,"Tarsus, Mersin, Turkey",160 CE-230 CE,Περὶ εὑρέσεως [Sp.],175 CE-185 CE,urn:cts:greekLit:tlg0592.tlg003.1st1K-grc1,Rhetoric,
Hermogenes,"Tarsus, Mersin, Turkey",160 CE-230 CE,Περὶ ἰδεῶν λόγου,175 CE-185 CE,urn:cts:greekLit:tlg0592.tlg004.1st1K-grc1,Rhetoric,
Hermogenes,"Tarsus, Mersin, Turkey",160 CE-230 CE,Περὶ μεθόδου δεινότητος,175 CE-185 CE,urn:cts:greekLit:tlg0592.tlg005.1st1K-grc1,Rhetoric,
Hero of Alexandria,"Alexandria, Egypt",100 CE,(Spiritalia) Pneumatica,30 CE-100 CE,urn:cts:greekLit:tlg0559.tlg001.1st1K-grc1,Mechanical texts,Not yet in First1K repo
Hero of Alexandria,"Alexandria, Egypt",100 CE,Automatopoetica (De Automatis),30 CE-100 CE,urn:cts:greekLit:tlg0559.tlg002.1st1K-grc1,Mechanical texts,Not yet in First1K repo
Hero of Alexandria,"Alexandria, Egypt",100 CE,Liber Geeponicus,30 CE-100 CE,urn:cts:greekLit:tlg0559.tlg016.1st1K-grc1,Meteorological texts,Not yet in First1K repo
Herodian,"Alexandria, Egypt\Syrian Antioch",200 CE-300 CE,Ab Excessu Divi Marci,240 CE-270 CE,urn:cts:greekLit:tlg0015.tlg001.opp-grc1,Historical Texts,Brill says published after 240 CE
Hipparchus,"İznik, Turkey",200 BCE,In Arati et Eudoxi phaenomena commentariorum,162 BCE-127 BCE,urn:cts:greekLit:tlg1431.tlg003.1st1K-grc1,Commentaries\Astronomical texts,"Nicaea, Bithynia"
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De prisca medicina,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg001.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,"De aere, aquis, locis",430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg002.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,Prognosticon,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg003.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De diaeta in morbis acutis,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg004.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De diaeta acutorum (spurium),430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg005.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De morbis popularibus (= Epidemiae) ,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg006.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De capitis vulneribus,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg007.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De officina medici,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg008.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De fracturis,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg009.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De articulis,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg010.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,Vectiarius,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg011.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,Aphorisimi,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg012.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,Jusjurandum,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg013.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,Lex,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg014.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De Humoribus,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg015.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,Prorrheticon,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg016.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,Coa praesagia,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg017.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De arte,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg018.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De natura hominis,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg019.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De salubri diaeta,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg020.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De flatibus,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg021.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De liquidorum usu,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg022.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De Morbis I,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg023.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De genitura,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg024a.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De natura pueri,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg024b.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De affectionibus,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg025.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De locis in homine,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg026.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De Morbo Sacro,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg027.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De Ulceribus,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg028.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De haemorrhoidibus,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg029.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De fistulis,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg030.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De diaeta,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg031.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De affectionibus interioribus,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg032.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De natura muliebri,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg033.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De octimestri partu,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg035.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De Muliebribus,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg036.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De virginum morbis,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg037.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De superfetatione,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg038.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De exsectione foetus,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg039.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De anatomia,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg040.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De dentitione,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg041.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De glandulis,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg042.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De carnibus,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg043.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De corde,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg045.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De alimento,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg046.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De visu,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg047.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De ossium natura ,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg048.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De medico,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg049.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De decente habitu,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg050.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,Praeceptiones,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg051.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De crisibus,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg052.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,De diebus criticis,430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg053.1st1K-grc1,Medical Texts,
Hippocrates,"Cos, Greece",460 BCE-370 BCE,"Epistulae, Decretum, Orationes",430 BCE-370 BCE,urn:cts:greekLit:tlg0627.tlg055.1st1K-grc1,Epistles\Orations,
Hippolytus,"Rome, Italy",170 CE-235 CE,Refutatio Omnium Haeresium,200 CE-235 CE,urn:cts:greekLit:tlg2115.tlg060.opp-grc1,Historical Texts\Philosophy\Theology,Early third century
Hippolytus,"Rome, Italy",170 CE-235 CE,Refutatio Omnium Haeresium,200 CE-235 CE,urn:cts:greekLit:tlg2115.tlg060.perseus-grc1,Historical Texts\Philosophy\Theology,Early third century
Iamblichus,"Qinnasrīn, Syria",240 CE-325 CE,Protrepticus,270 CE-325 CE,urn:cts:greekLit:tlg2023.tlg002.1st1K-grc1,Philosophy,"Chalcis, Syria"
"Ignatius Antiochenus
","Antakya, Hatay Province, Turkey",35 CE-108 CE,Ad Ephesios (epist. 1),80 CE-100 CE,urn:cts:greekLit:tlg1443.tlg004.1st1K-grc1,Epistles,
"Ignatius Antiochenus
","Antakya, Hatay Province, Turkey",35 CE-108 CE,Ad Magnesios (epist. 2),80 CE-100 CE,urn:cts:greekLit:tlg1443.tlg005.1st1K-grc1,Epistles,
"Ignatius Antiochenus
","Antakya, Hatay Province, Turkey",35 CE-108 CE,Ad Trallianos (epist. 3),80 CE-100 CE,urn:cts:greekLit:tlg1443.tlg006.1st1K-grc1,Epistles,
"Ignatius Antiochenus
","Antakya, Hatay Province, Turkey",35 CE-108 CE,Ad Romanos (epist. 4),80 CE-100 CE,urn:cts:greekLit:tlg1443.tlg007.1st1K-grc1,Epistles,
"Ignatius Antiochenus
","Antakya, Hatay Province, Turkey",35 CE-108 CE,Ad Philadelphios (epist. 5),80 CE-100 CE,urn:cts:greekLit:tlg1443.tlg008.1st1K-grc1,Epistles,
"Ignatius Antiochenus
","Antakya, Hatay Province, Turkey",35 CE-108 CE,Ad Smyrnaeos (epist. 6),80 CE-100 CE,urn:cts:greekLit:tlg1443.tlg009.1st1K-grc1,Epistles,
"Ignatius Antiochenus
","Antakya, Hatay Province, Turkey",35 CE-108 CE,Ad Polycarpum (epist. 7),80 CE-100 CE,urn:cts:greekLit:tlg1443.tlg010.1st1K-grc1,Epistles,
Irenaeus,"İzmir, Turkey\ Lyons, France",130 CE-202 CE,Libros quinque adversus haereses,160 CE -200 CE,urn:cts:greekLit:tlg1447.tlg001.1st1K-grc1,Apologias\Theology,
"Isidore, of Charax","Al Basrah, Iraq",100 BCE,Mansiones Parthicae \ Fragmenta,100 BCE,urn:cts:greekLit:tlg0070.tlg001.1st1K-grc1,Geographical Texts,Charax
Joannes Zonaras,"Istanbul, Turkey",1100 CE-1200 CE,Epitome Historiarum (Lib. 1-18),1100 CE-1118 CE,urn:cts:greekLit:tlg3135.tlg001.opp-grc1,Historical Texts\Chronography,Constantinople
Joannes Zonaras,"Istanbul, Turkey",1100 CE-1200 CE,Argumenta,1100 CE-1118 CE,urn:cts:greekLit:tlg3135.tlg004.opp-grc1,Historical Texts\Chronography,
